"","Organisation Type","Organisation Name","Date","formattedDate","Therapy","Total waiting list","Waiting >18-52 weeks","Waiting >52 weeks","Percentage waiting more than 18 weeks"
"4214","Provider","Mersey Care NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4215","Provider","Mersey Care NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4216","Provider","Mersey Care NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4217","Provider","Mid Cheshire Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4218","Provider","Mid Cheshire Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4219","Provider","Mid Cheshire Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",73,2,0,2.73972602739726
"4220","Provider","Mid Cheshire Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",440,42,0,9.54545454545454
"4221","Provider","Mid Yorkshire Hospitals NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4222","Provider","Mid Yorkshire Hospitals NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",2809,1259,102,48.4514061943752
"4223","Provider","Mid Yorkshire Hospitals NHS Trust","June 2023",2023-06-01,"Occupational Therapy",91,0,0,0
"4224","Provider","Mid Yorkshire Hospitals NHS Trust","June 2023",2023-06-01,"Speech And Language",262,7,0,2.67175572519084
"4225","Provider","Mid and South Essex NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4226","Provider","Mid and South Essex NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4227","Provider","Mid and South Essex NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4228","Provider","Mid and South Essex NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4229","Provider","Midlands Partnership NHS Foundation Trust","June 2023",2023-06-01,"Audiology",747,241,185,57.0281124497992
"4230","Provider","Midlands Partnership NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",1474,470,16,32.9715061058345
"4231","Provider","Midlands Partnership NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",123,3,0,2.4390243902439
"4232","Provider","Midlands Partnership NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",680,58,0,8.52941176470588
"4233","Provider","Mildmay UK","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4234","Provider","Mildmay UK","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4235","Provider","Mildmay UK","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4236","Provider","Mildmay UK","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4237","Provider","Norfolk Community Health and Care NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4238","Provider","Norfolk Community Health and Care NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",551,81,0,14.7005444646098
"4239","Provider","Norfolk Community Health and Care NHS Trust","June 2023",2023-06-01,"Occupational Therapy",1,0,0,0
"4240","Provider","Norfolk Community Health and Care NHS Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4241","Provider","North Cumbria Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Audiology",109,0,0,0
"4242","Provider","North Cumbria Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4243","Provider","North Cumbria Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",51,0,0,0
"4244","Provider","North Cumbria Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",694,297,2,43.0835734870317
"4245","Provider","North East London NHS Foundation Trust","June 2023",2023-06-01,"Audiology",0,0,0,NA
"4246","Provider","North East London NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",1898,473,77,28.9778714436249
"4247","Provider","North East London NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",1030,375,30,39.3203883495146
"4248","Provider","North East London NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",1595,302,26,20.564263322884
"4249","Provider","North Tees and Hartlepool NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4250","Provider","North Tees and Hartlepool NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",1764,876,124,56.6893424036281
"4251","Provider","North Tees and Hartlepool NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4252","Provider","North Tees and Hartlepool NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",1581,458,143,38.0139152435168
"4253","Provider","Northamptonshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4254","Provider","Northamptonshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",462,116,0,25.1082251082251
"4255","Provider","Northamptonshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",180,4,0,2.22222222222222
"4256","Provider","Northamptonshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",1923,1113,114,63.8065522620905
"4257","Provider","Northern Care Alliance NHS Foundation Trust","June 2023",2023-06-01,"Audiology",1086,123,0,11.3259668508287
"4258","Provider","Northern Care Alliance NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",270,54,0,20
"4259","Provider","Northern Care Alliance NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",124,10,0,8.06451612903226
"4260","Provider","Northern Care Alliance NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",2470,930,552,60
"4261","Provider","Northern Lincolnshire and Goole NHS Foundation Trust","June 2023",2023-06-01,"Audiology",273,128,1,47.2527472527473
"4262","Provider","Northern Lincolnshire and Goole NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",326,126,0,38.6503067484663
"4263","Provider","Northern Lincolnshire and Goole NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",120,47,0,39.1666666666667
"4264","Provider","Northern Lincolnshire and Goole NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",276,85,0,30.7971014492754
"4265","Provider","Northumbria Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4266","Provider","Northumbria Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",23,2,0,8.69565217391304
"4267","Provider","Northumbria Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",138,28,25,38.4057971014493
"4268","Provider","Northumbria Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",153,0,0,0
"4269","Provider","Nottingham Citycare Partnership","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4270","Provider","Nottingham Citycare Partnership","June 2023",2023-06-01,"Community Paediatric Service",167,1,0,0.598802395209581
"4271","Provider","Nottingham Citycare Partnership","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4272","Provider","Nottingham Citycare Partnership","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4273","Provider","Nottinghamshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4274","Provider","Nottinghamshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4275","Provider","Nottinghamshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",155,11,0,7.09677419354839
"4276","Provider","Nottinghamshire Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",1544,241,2,15.7383419689119
"4277","Provider","Oxleas NHS Foundation Trust","June 2023",2023-06-01,"Audiology",265,28,3,11.6981132075472
"4278","Provider","Oxleas NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",2364,842,51,37.7749576988156
"4279","Provider","Oxleas NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",568,199,1,35.2112676056338
"4280","Provider","Oxleas NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",649,28,2,4.62249614791988
"4281","Provider","Provide","June 2023",2023-06-01,"Audiology",252,0,0,0
"4282","Provider","Provide","June 2023",2023-06-01,"Community Paediatric Service",2460,1076,353,58.0894308943089
"4283","Provider","Provide","June 2023",2023-06-01,"Occupational Therapy",273,121,2,45.0549450549451
"4284","Provider","Provide","June 2023",2023-06-01,"Speech And Language",141,7,0,4.9645390070922
"4285","Provider","Rotherham Doncaster and South Humber NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4286","Provider","Rotherham Doncaster and South Humber NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4287","Provider","Rotherham Doncaster and South Humber NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4288","Provider","Rotherham Doncaster and South Humber NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4289","Provider","Royal Cornwall Hospitals NHS Trust","June 2023",2023-06-01,"Audiology",191,12,0,6.28272251308901
"4290","Provider","Royal Cornwall Hospitals NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",707,369,126,70.01414427157
"4291","Provider","Royal Cornwall Hospitals NHS Trust","June 2023",2023-06-01,"Occupational Therapy",7,0,0,0
"4292","Provider","Royal Cornwall Hospitals NHS Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4293","Provider","Royal Devon University Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4294","Provider","Royal Devon University Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4295","Provider","Royal Devon University Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4296","Provider","Royal Devon University Healthcare NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4297","Provider","Royal Free London NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4298","Provider","Royal Free London NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",784,388,142,67.6020408163265
"4299","Provider","Royal Free London NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4300","Provider","Royal Free London NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4301","Provider","Sandwell and West Birmingham Hospitals NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4302","Provider","Sandwell and West Birmingham Hospitals NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4303","Provider","Sandwell and West Birmingham Hospitals NHS Trust","June 2023",2023-06-01,"Occupational Therapy",112,31,9,35.7142857142857
"4304","Provider","Sandwell and West Birmingham Hospitals NHS Trust","June 2023",2023-06-01,"Speech And Language",722,236,11,34.2105263157895
"4305","Provider","Sheffield Children's NHS Foundation Trust","June 2023",2023-06-01,"Audiology",811,164,0,20.2219482120838
"4306","Provider","Sheffield Children's NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4307","Provider","Sheffield Children's NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",278,147,23,61.1510791366906
"4308","Provider","Sheffield Children's NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",1960,872,99,49.5408163265306
"4309","Provider","Sheffield Health & Social Care NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4310","Provider","Sheffield Health & Social Care NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4311","Provider","Sheffield Health & Social Care NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4312","Provider","Sheffield Health & Social Care NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4313","Provider","Sheffield Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4314","Provider","Sheffield Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4315","Provider","Sheffield Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4316","Provider","Sheffield Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4317","Provider","Shropshire Community Health NHS Trust","June 2023",2023-06-01,"Audiology",258,0,0,0
"4318","Provider","Shropshire Community Health NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",869,144,0,16.5707710011507
"4319","Provider","Shropshire Community Health NHS Trust","June 2023",2023-06-01,"Occupational Therapy",205,3,0,1.46341463414634
"4320","Provider","Shropshire Community Health NHS Trust","June 2023",2023-06-01,"Speech And Language",690,242,6,35.9420289855072
"4321","Provider","Sirona Care & Health","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4322","Provider","Sirona Care & Health","June 2023",2023-06-01,"Community Paediatric Service",4257,1709,1250,69.5090439276486
"4323","Provider","Sirona Care & Health","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4324","Provider","Sirona Care & Health","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4325","Provider","Solent NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4326","Provider","Solent NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",276,262,14,100
"4327","Provider","Solent NHS Trust","June 2023",2023-06-01,"Occupational Therapy",372,152,6,42.4731182795699
"4328","Provider","Solent NHS Trust","June 2023",2023-06-01,"Speech And Language",1695,734,9,43.834808259587
"4329","Provider","Somerset NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4330","Provider","Somerset NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",226,24,0,10.6194690265487
"4331","Provider","Somerset NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",503,122,0,24.2544731610338
"4332","Provider","Somerset NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",699,184,0,26.3233190271817
"4333","Provider","South Tees Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4334","Provider","South Tees Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4335","Provider","South Tees Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",288,104,0,36.1111111111111
"4336","Provider","South Tees Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",309,15,0,4.85436893203883
"4337","Provider","South Tyneside and Sunderland NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4338","Provider","South Tyneside and Sunderland NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4339","Provider","South Tyneside and Sunderland NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",64,14,0,21.875
"4340","Provider","South Tyneside and Sunderland NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",307,82,0,26.7100977198697
"4341","Provider","South Warwickshire University NHS Foundation Trust","June 2023",2023-06-01,"Audiology",98,0,0,0
"4342","Provider","South Warwickshire University NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",689,258,2,37.7358490566038
"4343","Provider","South Warwickshire University NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",333,109,34,42.9429429429429
"4344","Provider","South Warwickshire University NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",844,297,7,36.0189573459716
"4345","Provider","South West Yorkshire Partnership NHS Foundation Trust","June 2023",2023-06-01,"Audiology",268,0,0,0
"4346","Provider","South West Yorkshire Partnership NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4347","Provider","South West Yorkshire Partnership NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",0,0,0,NA
"4348","Provider","South West Yorkshire Partnership NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",907,381,0,42.0066152149945
"4349","Provider","Southern Health NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4350","Provider","Southern Health NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4351","Provider","Southern Health NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4352","Provider","Southern Health NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4353","Provider","Southport and Ormskirk Hospital NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4354","Provider","Southport and Ormskirk Hospital NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",365,222,36,70.6849315068493
"4355","Provider","Southport and Ormskirk Hospital NHS Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4356","Provider","Southport and Ormskirk Hospital NHS Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4357","Provider","St George's University Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4358","Provider","St George's University Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4359","Provider","St George's University Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4360","Provider","St George's University Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4361","Provider","St Helens and Knowsley Teaching Hospitals NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4362","Provider","St Helens and Knowsley Teaching Hospitals NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",0,0,0,NA
"4363","Provider","St Helens and Knowsley Teaching Hospitals NHS Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4364","Provider","St Helens and Knowsley Teaching Hospitals NHS Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4365","Provider","Stockport NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4366","Provider","Stockport NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4367","Provider","Stockport NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",82,20,0,24.390243902439
"4368","Provider","Stockport NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",331,19,0,5.74018126888217
"4369","Provider","Suffolk GP Federation","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4370","Provider","Suffolk GP Federation","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4371","Provider","Suffolk GP Federation","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4372","Provider","Suffolk GP Federation","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4373","Provider","Sussex Community NHS Foundation Trust","June 2023",2023-06-01,"Audiology",317,0,0,0
"4374","Provider","Sussex Community NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",1069,113,0,10.5706267539757
"4375","Provider","Sussex Community NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",54,0,0,0
"4376","Provider","Sussex Community NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",1969,705,22,36.9222955815135
"4377","Provider","Sussex MSK Partnership 2","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4378","Provider","Sussex MSK Partnership 2","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4379","Provider","Sussex MSK Partnership 2","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4380","Provider","Sussex MSK Partnership 2","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4381","Provider","Tameside and Glossop Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Audiology",536,271,0,50.5597014925373
"4382","Provider","Tameside and Glossop Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",290,43,1,15.1724137931034
"4383","Provider","Tameside and Glossop Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",74,4,3,9.45945945945946
"4384","Provider","Tameside and Glossop Integrated Care NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",128,0,0,0
"4385","Provider","The Dudley Group NHS Foundation Trust","June 2023",2023-06-01,"Audiology",7,0,0,0
"4386","Provider","The Dudley Group NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4387","Provider","The Dudley Group NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4388","Provider","The Dudley Group NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4389","Provider","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Audiology",765,85,5,11.7647058823529
"4390","Provider","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4391","Provider","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",903,240,436,74.8615725359911
"4392","Provider","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",1004,581,98,67.6294820717131
"4393","Provider","The Rotherham NHS Foundation Trust","June 2023",2023-06-01,"Audiology",206,39,0,18.9320388349515
"4394","Provider","The Rotherham NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",0,0,0,NA
"4395","Provider","The Rotherham NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",127,56,1,44.8818897637795
"4396","Provider","The Rotherham NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",349,27,0,7.73638968481375
"4397","Provider","The Royal Wolverhampton NHS Trust","June 2023",2023-06-01,"Audiology",264,10,1,4.16666666666667
"4398","Provider","The Royal Wolverhampton NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",1412,804,3,57.1529745042493
"4399","Provider","The Royal Wolverhampton NHS Trust","June 2023",2023-06-01,"Occupational Therapy",27,0,0,0
"4400","Provider","The Royal Wolverhampton NHS Trust","June 2023",2023-06-01,"Speech And Language",868,552,26,66.5898617511521
"4401","Provider","Torbay and South Devon NHS Foundation Trust","June 2023",2023-06-01,"Audiology",491,0,0,0
"4402","Provider","Torbay and South Devon NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",1037,446,434,84.8601735776278
"4403","Provider","Torbay and South Devon NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",725,309,4,43.1724137931034
"4404","Provider","Torbay and South Devon NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",4603,2301,1070,73.234846839018
"4405","Provider","United Lincolnshire Hospitals NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4406","Provider","United Lincolnshire Hospitals NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",1822,668,1,36.7178924259056
"4407","Provider","United Lincolnshire Hospitals NHS Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4408","Provider","United Lincolnshire Hospitals NHS Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4409","Provider","University Hospitals Birmingham NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4410","Provider","University Hospitals Birmingham NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4411","Provider","University Hospitals Birmingham NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4412","Provider","University Hospitals Birmingham NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4413","Provider","University Hospitals Plymouth NHS Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4414","Provider","University Hospitals Plymouth NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",22,0,0,0
"4415","Provider","University Hospitals Plymouth NHS Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4416","Provider","University Hospitals Plymouth NHS Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4417","Provider","University Hospitals of Morecambe Bay NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4418","Provider","University Hospitals of Morecambe Bay NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",122,19,1,16.3934426229508
"4419","Provider","University Hospitals of Morecambe Bay NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",4,0,0,0
"4420","Provider","University Hospitals of Morecambe Bay NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",215,0,0,0
"4421","Provider","Walsall Healthcare NHS Trust","June 2023",2023-06-01,"Audiology",878,329,145,53.9863325740319
"4422","Provider","Walsall Healthcare NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4423","Provider","Walsall Healthcare NHS Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4424","Provider","Walsall Healthcare NHS Trust","June 2023",2023-06-01,"Speech And Language",533,288,0,54.0337711069418
"4425","Provider","West London NHS Trust","June 2023",2023-06-01,"Audiology",229,0,0,0
"4426","Provider","West London NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",359,103,8,30.9192200557103
"4427","Provider","West London NHS Trust","June 2023",2023-06-01,"Occupational Therapy",72,7,0,9.72222222222222
"4428","Provider","West London NHS Trust","June 2023",2023-06-01,"Speech And Language",129,3,1,3.10077519379845
"4429","Provider","West Suffolk NHS Foundation Trust","June 2023",2023-06-01,"Audiology",360,0,0,0
"4430","Provider","West Suffolk NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",504,225,7,46.031746031746
"4431","Provider","West Suffolk NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",51,0,0,0
"4432","Provider","West Suffolk NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",451,47,0,10.4212860310421
"4433","Provider","Whittington Health NHS Trust","June 2023",2023-06-01,"Audiology",778,106,0,13.6246786632391
"4434","Provider","Whittington Health NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",232,28,0,12.0689655172414
"4435","Provider","Whittington Health NHS Trust","June 2023",2023-06-01,"Occupational Therapy",351,78,10,25.0712250712251
"4436","Provider","Whittington Health NHS Trust","June 2023",2023-06-01,"Speech And Language",1304,312,11,24.7699386503067
"4437","Provider","Wiltshire Health & Care","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4438","Provider","Wiltshire Health & Care","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4439","Provider","Wiltshire Health & Care","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4440","Provider","Wiltshire Health & Care","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4441","Provider","Wirral Community Health and Care NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4442","Provider","Wirral Community Health and Care NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4443","Provider","Wirral Community Health and Care NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4444","Provider","Wirral Community Health and Care NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",2041,761,441,58.8926996570309
"4445","Provider","Wirral University Teaching Hospital NHS Foundation Trust","June 2023",2023-06-01,"Audiology",757,139,0,18.3619550858653
